[2026-08-18T18:46:46.925+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2026-08-18T18:46:46.940+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: update_db.core_table manual__2026-08-18T18:46:36.165762+00:00 [queued]>
[2026-08-18T18:46:46.951+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: update_db.core_table manual__2026-08-18T18:46:36.165762+00:00 [queued]>
[2026-08-18T18:46:46.954+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2026-08-18T18:46:46.969+0000] {taskinstance.py:2889} INFO - Executing <Task(_PythonDecoratedOperator): core_table> on 2026-08-18 18:46:36.165762+00:00
[2026-08-18T18:46:46.976+0000] {standard_task_runner.py:72} INFO - Started process 143 to run task
[2026-08-18T18:46:46.980+0000] {standard_task_runner.py:104} INFO - Running: ['airflow', 'tasks', 'run', 'update_db', 'core_table', 'manual__2026-08-18T18:46:36.165762+00:00', '--job-id', '305', '--raw', '--subdir', 'DAGS_FOLDER/main.py', '--cfg-path', '/tmp/tmp8thw_061']
[2026-08-18T18:46:46.982+0000] {standard_task_runner.py:105} INFO - Job 305: Subtask core_table
[2026-08-18T18:46:47.063+0000] {task_command.py:467} INFO - Running <TaskInstance: update_db.core_table manual__2026-08-18T18:46:36.165762+00:00 [running]> on host 95da226e97a8
[2026-08-18T18:46:47.167+0000] {taskinstance.py:3132} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='data@engineers.com' AIRFLOW_CTX_DAG_OWNER='rajashrigk' AIRFLOW_CTX_DAG_ID='update_db' AIRFLOW_CTX_TASK_ID='core_table' AIRFLOW_CTX_EXECUTION_DATE='2026-08-18T18:46:36.165762+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2026-08-18T18:46:36.165762+00:00'
[2026-08-18T18:46:47.170+0000] {taskinstance.py:731} INFO - ::endgroup::
[2026-08-18T18:46:47.183+0000] {base.py:84} INFO - Retrieving connection 'postgres_db_yt_elt'
[2026-08-18T18:46:47.191+0000] {base.py:84} INFO - Retrieving connection 'postgres_db_yt_elt'
[2026-08-18T18:46:47.197+0000] {base.py:84} INFO - Retrieving connection 'postgres_db_yt_elt'
[2026-08-18T18:46:47.224+0000] {data_modification.py:83} INFO - Updated row with Video_ID: pQvJquX_YHs
[2026-08-18T18:46:47.227+0000] {data_modification.py:83} INFO - Updated row with Video_ID: H0fxuPaUKQo
[2026-08-18T18:46:47.230+0000] {data_modification.py:83} INFO - Updated row with Video_ID: aaHfX3yivXo
[2026-08-18T18:46:47.233+0000] {data_modification.py:83} INFO - Updated row with Video_ID: KPidb-8iw9I
[2026-08-18T18:46:47.236+0000] {data_modification.py:83} INFO - Updated row with Video_ID: a3UVcK612iU
[2026-08-18T18:46:47.239+0000] {data_modification.py:83} INFO - Updated row with Video_ID: xFzxzmCFmBs
[2026-08-18T18:46:47.242+0000] {data_modification.py:83} INFO - Updated row with Video_ID: TrPEIepZGx8
[2026-08-18T18:46:47.244+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 79kKoUqmdq4
[2026-08-18T18:46:47.247+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 9xHvA0I5ZBI
[2026-08-18T18:46:47.250+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ArsuPyWKl8I
[2026-08-18T18:46:47.253+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 6jBaJkwfL1s
[2026-08-18T18:46:47.256+0000] {data_modification.py:83} INFO - Updated row with Video_ID: xZQHS9NbkxM
[2026-08-18T18:46:47.258+0000] {data_modification.py:83} INFO - Updated row with Video_ID: GnCdluU-EIs
[2026-08-18T18:46:47.261+0000] {data_modification.py:83} INFO - Updated row with Video_ID: FMO-AP3fOh4
[2026-08-18T18:46:47.264+0000] {data_modification.py:83} INFO - Updated row with Video_ID: N_eeQVXZOeo
[2026-08-18T18:46:47.267+0000] {data_modification.py:83} INFO - Updated row with Video_ID: TJ4S7HE1LjQ
[2026-08-18T18:46:47.270+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 27d7htd4RAs
[2026-08-18T18:46:47.274+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 1S73MBFacFE
[2026-08-18T18:46:47.277+0000] {data_modification.py:83} INFO - Updated row with Video_ID: gOEI6ZvZhQc
