[2026-08-18T18:46:36.788+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2026-08-18T18:46:36.801+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: update_db.staging_table manual__2026-08-18T18:46:36.165762+00:00 [queued]>
[2026-08-18T18:46:36.808+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: update_db.staging_table manual__2026-08-18T18:46:36.165762+00:00 [queued]>
[2026-08-18T18:46:36.810+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2026-08-18T18:46:36.822+0000] {taskinstance.py:2889} INFO - Executing <Task(_PythonDecoratedOperator): staging_table> on 2026-08-18 18:46:36.165762+00:00
[2026-08-18T18:46:36.829+0000] {standard_task_runner.py:72} INFO - Started process 140 to run task
[2026-08-18T18:46:36.832+0000] {standard_task_runner.py:104} INFO - Running: ['airflow', 'tasks', 'run', 'update_db', 'staging_table', 'manual__2026-08-18T18:46:36.165762+00:00', '--job-id', '304', '--raw', '--subdir', 'DAGS_FOLDER/main.py', '--cfg-path', '/tmp/tmpt7h32n0v']
[2026-08-18T18:46:36.834+0000] {standard_task_runner.py:105} INFO - Job 304: Subtask staging_table
[2026-08-18T18:46:36.892+0000] {task_command.py:467} INFO - Running <TaskInstance: update_db.staging_table manual__2026-08-18T18:46:36.165762+00:00 [running]> on host 95da226e97a8
[2026-08-18T18:46:36.966+0000] {taskinstance.py:3132} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='data@engineers.com' AIRFLOW_CTX_DAG_OWNER='rajashrigk' AIRFLOW_CTX_DAG_ID='update_db' AIRFLOW_CTX_TASK_ID='staging_table' AIRFLOW_CTX_EXECUTION_DATE='2026-08-18T18:46:36.165762+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2026-08-18T18:46:36.165762+00:00'
[2026-08-18T18:46:36.969+0000] {taskinstance.py:731} INFO - ::endgroup::
[2026-08-18T18:46:36.990+0000] {base.py:84} INFO - Retrieving connection 'postgres_db_yt_elt'
[2026-08-18T18:46:36.996+0000] {data_loading.py:13} INFO - Processing file: YT_data_2026-08-18
[2026-08-18T18:46:37.015+0000] {base.py:84} INFO - Retrieving connection 'postgres_db_yt_elt'
[2026-08-18T18:46:37.026+0000] {base.py:84} INFO - Retrieving connection 'postgres_db_yt_elt'
[2026-08-18T18:46:37.044+0000] {data_modification.py:83} INFO - Updated row with Video_ID: zN_lhtJFsgg
[2026-08-18T18:46:37.049+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Ur1Z0AdNW7w
[2026-08-18T18:46:37.054+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Eu6jc8Qld7g
[2026-08-18T18:46:37.059+0000] {data_modification.py:83} INFO - Updated row with Video_ID: YMTJw1G3yOM
[2026-08-18T18:46:37.064+0000] {data_modification.py:83} INFO - Updated row with Video_ID: HoTR9tN-idk
[2026-08-18T18:46:37.071+0000] {data_modification.py:83} INFO - Updated row with Video_ID: h-0u0ui8ESQ
[2026-08-18T18:46:37.077+0000] {data_modification.py:83} INFO - Updated row with Video_ID: WxoiRcbxSxQ
[2026-08-18T18:46:37.082+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ywd-Ve8a8Tc
[2026-08-18T18:46:37.087+0000] {data_modification.py:83} INFO - Updated row with Video_ID: UIFOgVpQJAY
[2026-08-18T18:46:37.093+0000] {data_modification.py:83} INFO - Updated row with Video_ID: czkPKQ9VIU8
[2026-08-18T18:46:37.097+0000] {data_modification.py:83} INFO - Updated row with Video_ID: h8MxjSpPx-o
[2026-08-18T18:46:37.103+0000] {data_modification.py:83} INFO - Updated row with Video_ID: G3i3gneKNYo
[2026-08-18T18:46:37.107+0000] {data_modification.py:83} INFO - Updated row with Video_ID: zSkxqtTbEGU
[2026-08-18T18:46:37.112+0000] {data_modification.py:83} INFO - Updated row with Video_ID: RuFokbTURI0
[2026-08-18T18:46:37.116+0000] {data_modification.py:83} INFO - Updated row with Video_ID: QPXJ3VL7Li4
[2026-08-18T18:46:37.122+0000] {data_modification.py:83} INFO - Updated row with Video_ID: oU4ou_ISACk
[2026-08-18T18:46:37.126+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 7tIf4wEqarg
[2026-08-18T18:46:37.131+0000] {data_modification.py:83} INFO - Updated row with Video_ID: QWFhkqa3_UY
[2026-08-18T18:46:37.135+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 5pZuXAUke9w
[2026-08-18T18:46:37.140+0000] {data_modification.py:83} INFO - Updated row with Video_ID: QfqOMlz0u2A
[2026-08-18T18:46:37.144+0000] {data_modification.py:83} INFO - Updated row with Video_ID: aYJG69jjZmY
[2026-08-18T18:46:37.148+0000] {data_modification.py:83} INFO - Updated row with Video_ID: -3JZXvGpPFw
[2026-08-18T18:46:37.152+0000] {data_modification.py:83} INFO - Updated row with Video_ID: H8VLl6Y77NQ
[2026-08-18T18:46:37.157+0000] {data_modification.py:83} INFO - Updated row with Video_ID: CNCZGwqqSYI
[2026-08-18T18:46:37.162+0000] {data_modification.py:83} INFO - Updated row with Video_ID: t8sS6Lk3cYo
[2026-08-18T18:46:37.166+0000] {data_modification.py:83} INFO - Updated row with Video_ID: IT0AX-JkvQ0
[2026-08-18T18:46:37.170+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 5UTkieEX-bA
[2026-08-18T18:46:37.174+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Msu7c9K-WN4
[2026-08-18T18:46:37.178+0000] {data_modification.py:83} INFO - Updated row with Video_ID: jr0k_fOR1b0
[2026-08-18T18:46:37.182+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 7eW5WJGkt3Q
[2026-08-18T18:46:37.186+0000] {data_modification.py:83} INFO - Updated row with Video_ID: X1Q0ZCcPiC8
[2026-08-18T18:46:37.191+0000] {data_modification.py:83} INFO - Updated row with Video_ID: pQvJquX_YHs
[2026-08-18T18:46:37.195+0000] {data_modification.py:83} INFO - Updated row with Video_ID: H0fxuPaUKQo
[2026-08-18T18:46:37.199+0000] {data_modification.py:83} INFO - Updated row with Video_ID: PXMyK7JxGOk
[2026-08-18T18:46:37.203+0000] {data_modification.py:83} INFO - Updated row with Video_ID: aaHfX3yivXo
[2026-08-18T18:46:37.207+0000] {data_modification.py:83} INFO - Updated row with Video_ID: KPidb-8iw9I
[2026-08-18T18:46:37.211+0000] {data_modification.py:83} INFO - Updated row with Video_ID: a3UVcK612iU
[2026-08-18T18:46:37.215+0000] {data_modification.py:83} INFO - Updated row with Video_ID: xFzxzmCFmBs
[2026-08-18T18:46:37.219+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Tr7Uf_ftUSI
[2026-08-18T18:46:37.223+0000] {data_modification.py:83} INFO - Updated row with Video_ID: TrPEIepZGx8
[2026-08-18T18:46:37.228+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 79kKoUqmdq4
[2026-08-18T18:46:37.232+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 9xHvA0I5ZBI
[2026-08-18T18:46:37.236+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ArsuPyWKl8I
[2026-08-18T18:46:37.241+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 6jBaJkwfL1s
